,star,好,乐,哀,怒,惧,恶,惊,contents
3256,0,2,0,0,0,0,0,0,居然还不错虽然看过也不一定有用
2317,0,3,0,0,0,0,1,0,果然是芒果台年的王牌综艺果然很用心从不被别人看好到杀出重围这次不是我们翻牌别人的创意是我们的原创为芒果打
11204,0,3,0,0,0,0,3,0,郭柯宇的爱这么简单这么容易就能被看到章贺怎么就看不出来呐章贺只想要十年婚姻的交代可他考虑过自己到底爱不爱这个女人呐沟通很重要但是还是要彼此有爱还有另外两对都有不平衡存在但是老王的控制欲及自私自利的一面让人窒息身上男性的弱点太明显了和佟晨洁的聪明睿智对比太过明显婚姻需要爱需要智慧
3300,2,2,0,0,0,0,0,0,人类婚姻观察与解析还蛮真实的希望第二季也按这个质量做
12385,0,2,0,0,0,0,0,0,特别真实太好哭了非常喜欢郭柯章贺那一对
11284,0,3,0,0,0,0,1,0,近年来看过最动人的综艺节目好像是一管万花筒把每一个人的复杂多彩投映出来不论是单身恋爱已婚离异都值得一看
1879,1,2,0,0,0,1,0,0,又一档综艺天花板真实是最锋利的兵器
3584,0,2,0,0,0,0,0,0,男性真的好喜欢当爹教育人啊也不看看自己是啥样子
2319,0,3,0,0,0,0,0,0,喜欢佟晨洁浑身的闪光点那么璀璨耀眼喜欢她对于爱的解读爱一个人就是连他的脚丫子都爱
8741,4,2,0,0,0,0,0,0,必须五星优秀的真人秀比电视剧好看一百倍
3450,0,2,0,0,0,0,0,0,只想说谢谢你们的真诚袒露让我有从镜中看清自己的勇气真的真的谢谢
12771,0,3,0,0,0,0,0,0,年度最佳综艺看过哭过笑过悟过世间的相遇分离皆有因由拥有的时候好好珍惜到了告别的时候便认真地道声再见吧
8941,1,2,0,0,0,0,0,0,非常好看很真诚的一个节目处处可见节目组的用心
2529,1,2,0,0,0,0,1,0,看到第晚第晚看不下去了前期觉得题材新颖接下去就是反反复复那几个问题可能我本就不爱八卦但其实镜头之下总是有面具很多潜在矛盾没摆上台面而已
10514,0,3,0,0,0,0,2,0,谁能不被夕阳下的外套抱抱击中呢风车大漠落日余晖一切看起来都太美好了但感情是复杂的人也是复杂的所谓浪漫是没有后来节目确实用心了观众看得见
9764,0,3,0,0,0,0,0,0,今年最佳国综让人重新审视爱情婚姻和亲密关系是编剧写不出的剧本谢谢郭姐愿你未来拥有爱健康和自由
3299,1,2,0,0,0,0,0,0,还剩下一期大电影版没看等想回味的时候再回来补吧虽然现在一句金句都记不完整了但在过程中还是学到了很多希望在我以后处理各种关系时能派上用场吧想看郭柯姐姐的新电影作品
7162,0,2,0,0,0,0,1,0,天最后一期郭柯好好看很双鱼啊喜欢到后来觉得老王也没有那么糟糕老王也挺可爱的
3932,0,3,0,0,0,0,0,0,今年最爱的综艺那个拥抱是实实在在的真实
8054,0,2,0,0,0,0,0,0,太鲜活可爱了爱郭老师爱小朱
5044,3,5,0,0,0,0,7,1,上班摸鱼看差点在公司哭出来多一点这样的综艺吧好让人对婚姻下头也不能说是下头应该说是更清醒作为一面镜子关照自己反对说有剧本的别人的生活在你看来可能不可思议如果是你一分钟都忍不了对我看着也忍不了但仅限于我是观众的立场我知道如果我是他们其中的任何一个也会拖这么久折磨自己折磨对方说再见真的没有那么简单生活就是模式才看第一集沈奕斐有一句话：不要高估对没有爱情的婚姻的容忍程度我加一句：也不要高估对有爱情的婚姻的容忍程度看到一条短评：这三对已经衣食无忧都在这纯粹谈感情太奢侈了略表赞同生活中更多现实的因素没有被纳入讨论希望第二季能有所涉及
4009,0,6,0,0,0,0,2,0,这不就是又糟糕又真实的婚姻吗生活的烟火气里哪有那么多浪漫可言啊我好喜欢佟晨洁的冷静和理性也好喜欢郭柯宇的文艺和少女感女孩子真的是很棒很棒的存在这次抄袭的作业意外地给出了还不错的成绩但希望下次别再抄了
12912,0,6,0,0,0,0,0,0,非常推荐没有完美的人婚姻不完美才正常从相爱开始进入婚姻学会夫妻之间的相爱然后共同成长和陪伴
3912,0,6,0,0,0,0,0,0,章贺真的下头虽然也没怎么上头过感触很多把婚姻中的亲密关系撕开来看我已经很久没有看国产感情类综艺了这里面的六个人里面就章贺假其他个人都挺真的王朱最让人感慨佟真的人间清醒郭老师真的像个理想家好浪漫好像在变好也算不错结局吧我看了小组里瓣友们分析的头头是道我也学习了很多这综艺超乎我的期望希望第二季保持这水准郭姐姐好好搞事业吧她值得她好像心墙很厚但其实她也很坦诚
9960,0,3,0,0,0,0,0,0,郭老师最后的那个拥抱本年度最心动画面比任何偶像剧都甜太喜欢了
8186,0,3,0,0,0,0,0,0,封神了真诚走心感谢用心良苦的节目组和有勇气的嘉宾亲密关系的课堂
2209,0,6,0,0,0,0,1,0,没打开前以为是作秀节目不想还是有被很多真实所触动我们成长环境里的情商教育很多时候是缺失的与人相处不论是亲人爱人和朋友都是一门学问
62,40,3,0,0,0,0,0,0,才知道郭柯宇是当年红樱桃里的女主角她和章贺这一对抛出了一个人生难题一对爱人生活习惯爱好种种都千差万别怎么办闪婚仅仅是因为你后背痒的时候还没说往左点往上点这个人就挠到了这个地方泰坦尼克号的爱只在船上如果没有船难凝固的永恒下船后他们该如何延续这份悬殊的爱意
2116,2,3,0,0,0,0,0,0,嘉宾请得太好了每一对都不一样都表现出了相当真实的样子是现在电视剧和电影都拍不出来的细腻程度还有郭柯宇这个女人具有魔力
3197,0,6,0,0,0,0,1,0,非常真实而富有冲击力婚姻与爱情纠缠不清很难用所谓旁观者的目光情景分析三对爱人都无比真实地沉浸其中显得嘉宾室环节格外多余
2115,1,3,0,0,0,0,1,0,一定仍旧会有剧本的成份但还是看到并且相信其中的很多真情实感很棒的一档综艺最后和妈妈一起看完然后把那些收藏着的相关播客全都听了个遍第一次觉得婚姻真的像是一门复杂且有趣的课程
9632,0,3,0,0,0,0,0,0,题材新颖久违的感受到真人秀的真让人上头所有互动模式都是两个人相处的结果看完学到很多沟通很重要共情和理解能力更重要
8846,0,6,0,0,0,0,0,0,相比于激情爱情提供了一次超越庸常生活的可能性她源于自我认可自我超越的需要以信赖关怀和成全的方式展开最后在肉体的结合中抵达顶峰
11110,0,3,0,0,0,0,0,0,很有温情的节目直面现实问题让我更加理解爱相信爱勇敢爱
6519,0,6,0,0,0,0,0,0,关于亲密关系关于在亲密关系中如何自我成长婚姻不仅是爱情更是亲情体谅细碎的生活三位姐姐特别是郭珂宇特别圈粉心思细腻才华横溢但是姐姐要好好爱自己啊得不到的就宁愿否认从没有发生过好像这样就能维持最后的体面我想这是郭珂一直否认自己的婚姻没有爱情的原因吧
10821,1,6,0,0,0,0,1,0,爱情中的防御与丑陋美好和信任又矛盾又期待以旅行的角度展现着婚姻的真实年度最佳综艺
1926,0,6,0,0,0,0,0,0,我安利给的朋友基本都有认真追大家还会坐下来冷静深入地讨论这样的朋友我很喜欢这样的节目很有价值
13121,0,3,0,0,0,0,1,0,相信真实的成分会多一点吧每一对都有自己在一起和分开的理由并且截然不同人生百态吧在这个物欲横流的时代有多少在一起是因为相爱又有多少分开是因为不爱了
587,11,6,0,0,0,0,4,0,我觉得这个真的比韩版拍的好太多了三对不同状态的婚姻总是看得我会不自觉的流泪和找到我和爱人的影子我不觉得这是一个恐婚教育的综艺不觉得是出卖感情牟利的真人秀它们都太浅薄而人和人之间的感情是那样复杂那样的多变好难用一段话来形容但这个综艺是我真的认真看完之后不想任何嘉宾又认真看完主创团队和嘉宾节目外的各个采访的综艺爱是那样真实存在的
6174,0,3,0,0,0,0,0,0,新疆旅行介绍片爱情偶像剧爱情鸡汤集大成但也还值得一看
11045,0,6,0,0,0,0,0,0,爱情和婚姻也是一门很深的学问多尊重对方多交流互相成就互相进步互相体谅
9157,0,6,0,0,0,0,1,0,暂停无数次价值的碰撞没有对错只有是否合适是否理解是否还有能力去成长和改变希望自己能一直成长改变成长改变成长改变直到老去这是追加的评价内容很实际深刻感动我看的很慢因为每一集都会有让我反思的地方如同阅读一本深刻的宝贵的适合自己的书
9626,0,3,0,0,0,0,0,0,真诚真的很打动人每次看都哭的稀里哗啦呜呜呜就很想要一个抱抱爱里面的每一个人节目组真的很用心
2168,0,6,0,0,0,0,0,0,形式新颖内容比想象中的丰富的多得多芒果的文案和配乐没得说尤其喜欢几位观察团的嘉宾不断的输出不停的提炼爱人要先爱己我从未有过爱情可却一直在触摸爱情
766,0,3,0,0,0,0,0,0,过去我只有恋爱的勇气现在我也有了结婚的勇气了谢谢这部综艺
3333,0,6,0,0,0,0,0,0,每周看的时候我都在想他们爱对方吗我得不到确定的答案很多人好像很排斥承认爱对方这样一件事但是爱究竟是一件具象的事还是说爱是方方面面无法言说的存在可能我们一生都会纠结这个问题可能我们会遇到嘴上说着爱你实际却不爱你的人可能会遇到嘴上说不爱你实际却爱你的人关于人心的猜测也是人生永恒的课题那我们唯一可以确定的事情就是要爱自己
1947,4,3,0,0,0,0,1,0,第一对对老王由恨转爱第二对大概莫名收获不少粉第三对对佟老师由爱转恨事实证明观众还是看戏他们还是做戏没有人知道真实的婚姻故事为什么是这样的结局感觉这个节目结束后郭老师能不能迎来事业第二春不一定章老师倒可能会接到很多痴情怨男的角色
3495,0,5,0,0,0,0,1,0,每个人都是鲜活的人每段婚姻关系也都好真实已经开始在担心第二季的嘉宾有包袱拍不出这么好看的综艺了就连观察室每期也都看了很难想象胡彦斌条理太清晰了曾经和谈过恋爱难道这就是异性相吸
9116,0,5,0,0,0,0,2,0,看完对人的感情有了更深的认识不是相爱的人就能在一起婚姻日常生活里包含了太多太多完全超出现有的理解与认知但没有人知道远方会是什么当一切发生那些我们以为无法承受的又刚刚好可以承受壳有了裂痕无论由外还是由内打破都希望自己羽翼丰满希望自己永远永远勇气面对生活带来的一切勇敢的面对一些人的离去知晓面对自己的内心
12519,0,5,0,0,0,0,1,1,补标记看过：不可多得的好综艺真实是最有力量的好看五星观望其实是从嘉哥说终于来了的广告词里好奇地点进去的哈哈哈只希望节目组不要强行劝和啊啊啊小朱姐姐要坚定宇姐好自律啊你可长点心吧
10240,0,6,0,0,0,0,0,0,真实的记录相爱的人却要分开或者面临分开的局面真情视感真情流露真实暴露各自的问题的六位有爱的勇士期待以后的每一季节目也非常有现实意义相爱已经这么难了离婚率这么高的情况下展示婚姻遇到的各种问题重塑婚姻重建沟通方式重新认识自己和彼此非常赞
6658,0,6,0,0,0,0,1,0,看完其实也没有讨厌的嘉宾因为我从来不相信有完美的人存在除了佟晨洁她在节目里表现得实在太好了最喜欢郭柯宇因为她最自我并且在大结局贡献了超强演技
12021,1,3,0,0,0,0,0,0,我的生活中没有任何的仪式感其实我需要一个仪式那是属于我自己的时刻
7606,0,6,0,0,0,0,0,1,原来对一个人最高的评价在于是否真诚每个人都或多或少有这样那样的问题但是否真实还是一眼就能被看穿的不知道在去完新疆到录最后一期番外的这三个月发生了什么章贺变化这么大最后和郭柯宇合唱再见爱人还是让人唏嘘让我想起了曾几何时也有人和我一起唱歌那种和谐默契伴唱的画面
3580,0,5,0,0,0,0,0,0,看完第一期就已经能发觉这是一个挺好的节目而且值得回味有些细节需要前后贯通来去感受从不看第二次的人可能需要回看了仔细感受学习
11745,0,5,0,0,0,0,0,0,今年看过最好的综艺了有哭有笑感动到哭磕糖对着屏幕姨母笑三队嘉宾都很真实且真诚这才动人不管结果怎么样希望大家未来一切都好
9148,2,5,0,0,0,0,1,0,婚姻充满了琐碎互相扶持理解成全妥协方能走到最后学习学习我不配
8486,0,5,0,0,0,0,0,0,相爱容易相处难但敢爱的都值得被珍惜珍惜爱的人很多事情并没有那么需要较真另外节目组好棒嘉宾也好棒
3617,0,5,0,0,0,0,0,0,相爱好难学习去爱好难泪也止不住最后两集能明显看到郭老师的爱好深只是不会表达最后一集好想问章贺他到底爱不爱郭柯到底有没有为了节目刻意深情
8036,0,2,0,0,0,0,1,0,男性的鸡贼计较不成熟就很讨人厌了在三位非常优秀的女性面前真的不够看从开始喊到结尾：姐姐快跑啊啊啊啊啊啊啊啊啊啊啊其实生理期和性取向男简直是直女的两大诅咒吧
8020,1,2,0,0,0,0,1,0,学到了一点即使在赶毕业论文也时不时惦记着想看这些男性身上存在的问题也存在于我身上反思自己在亲密关系与互相尊重这一方面做得确实不好
10568,2,2,0,0,0,0,2,0,我觉得观察团有句话很受用这个节目不是让我们有指责发泄的对象而是要在这段关系中找到能指导自己应对婚姻亲密关系的宝贵经验
469,1,2,0,0,0,0,0,0,一个很好哭的节目身边的人都推荐我看其实已经叫再见婚姻吧
2915,0,5,0,0,0,2,0,2,再见爱人这档节目头头尾尾从每一首点睛之笔的到各种通往真诚或最大程度接近真诚的都让我感叹女性制作人的独特和卓越把奇怪和羞耻谈到不奇怪不羞耻让人们再自由一点回来加一星
4108,0,6,0,0,0,0,0,0,看到郭姐姐最后的那个拥抱想到最后她在车上的泪希望郭姐姐开心愿你活成你想要的样子看个综艺哭得我真的很真实婚姻的样子经历了才会知道里面有一句话说得很有道理用婚姻来解决问题真的是不靠谱我个人就犯过这个错误新疆的风景太美了希望很快就能亲身去感受那美丽的风景
8091,0,2,0,0,0,0,0,0,相对真实的表现了亲密关系中两个人的状态比秀恩爱撒狗粮的综艺好看
8068,1,2,0,0,0,0,0,0,不管是不是真人秀有剧本就为最后一期章贺和郭柯宇的下车足够安抚少女心了值得给出一个五星
6846,0,6,0,0,0,1,0,0,我们之间没有爱情这句话听着好可怕勇于直面自己内心最真实的感受吧喜欢佟晨洁太成熟了选择什么样的生活都值得愿大家都能过成自己喜欢的样子
11153,0,3,0,0,0,0,0,0,章鱼最后给我哭的稀里哗啦虽然是综艺但是大家的表现都很真实三个月追综艺的过程使特别是从小一直处于一个近乎单亲的感情环境中的我看到了各种不同的感情状态也在这个过程中更深的了解了自己的感情相处模式成长了很多感触颇深收获颇丰一定回再多刷的综艺推荐
